called_number,attempts,unique_src
2412548044505,12,1
*412548044505,12,1
*312548044505,12,1
*512548044505,12,1
605,12,5
5712548044505,12,1
2512548044505,12,1
2112548044505,12,1
1812548044505,12,1
225,12,3
321,12,4
705,12,5
706,12,4
6312548044505,12,1
782,12,3
155,12,5
5512548044505,12,1
9*12548044505,12,1
9012548044505,12,1
7212548044505,12,1
+312548044505,12,1
++12548044505,12,1
6512548044505,12,1
2812548044505,12,1
4512548044505,12,1
4212548044505,12,1
*012548044505,12,1
8612548044505,12,1
2012548044505,12,1
755,11,4
+1+12548044505,11,1
262011972598112101,11,1
4400,11,6
502,11,5
8512548044505,11,1
255,11,4
455,11,4
726,11,3
228,11,2
730,11,4
272011972598112101,11,1
298,11,3
3512548044505,11,1
270011972598112101,11,1
+0212548044505,11,1
00201095755963,11,1
+1312548044505,11,1
+612548044505,11,1
1144,11,6
8312548044505,11,1
3612548044505,11,1
271011972598112101,11,1
125,11,5
6006,11,5
1061,11,4
1031,11,4
975,11,4
563,11,3
355,11,4
261,11,4
+1512548044505,11,1
1081,11,4
302,11,5
257011972598112101,11,1
+1412548044505,11,1
575,11,4
260011972598112101,11,1
618633234017,11,1
795,11,4
7*12548044505,11,1
3300,11,6
9612548044505,11,1
0412548044505,11,1
abcd,11,2
-201095755963,11,1
7412548044505,11,1
915,11,4
+1612548044505,11,1
3712548044505,11,1
5500,11,6
9900,11,6
+1012548044505,11,1
341,11,4
8212548044505,11,1
4812548044505,11,1
2212548044505,11,1
902,11,5
5812548044505,11,1
261011972598112101,11,1
2002,11,7
259011972598112101,11,1
+441668509301,11,1
+1112548044505,11,1
1188,11,6
5011,11,5
+112548044505,11,1
5612548044505,11,1
218,11,3
265011972598112101,11,1
273011972598112101,11,1
267011972598112101,11,1
7700,11,6
8*12548044505,11,1
195,11,4
8#12548044505,11,1
1212,11,6
521,11,4
201095755963,11,1
415,11,4
315,11,4
1122,11,6
635,11,4
275,11,4
241,11,4
404,11,7
6*12548044505,11,1
274011972598112101,11,1
018633234017,11,1
1009,11,6
8800,11,6
6600,11,6
702,11,5
715,11,4
248,11,2
256011972598112101,11,1
4412548044505,11,1
381,11,4
1133,11,6
335,11,4
+860201095755963,11,1
4+12548044505,11,1
1155,11,6
9112548044505,11,1
+0+12548044505,11,1
818,11,5
999999,11,6
402,11,5
266011972598112101,11,1
216,11,3
1021,11,4
011201095755963,11,1
541,11,4
1212548044505,11,1
122,11,5
475,11,4
2312548044505,11,1
*112548044505,11,1
3812548044505,11,1
1166,11,6
263011972598112101,11,1
+412548044505,11,1
695,11,4
7878,11,5
1177,11,6
311,11,5
0#12548044505,11,1
1014,11,4
#212548044505,11,1
411,11,5
295,11,4
9011201095755963,11,1
955,11,4
361,11,4
133,11,4
281,11,4
1199,11,6
121,11,6
+2012548044505,11,1
855,11,4
+212548044505,11,1
1006,11,6
65,11,5
264011972598112101,11,1
233,11,4
268011972598112101,11,1
511,11,5
+201095755963,11,1
223,11,3
269011972598112101,11,1
802,11,5
56,10,3
922,10,4
4949,10,5
825,10,4
8585,10,5
1071,10,4
9988,10,5
3222,10,5
351,10,4
495,10,3
2727,10,5
4433,10,5
6464,10,5
9292,10,5
985,10,4
119,10,5
981,10,4
907,10,4
1717,10,5
3535,10,5
7312548044505,10,1
5004,10,5
748,10,2
461,10,3
375,10,3
3444,10,5
721,10,4
722,10,4
4646,10,5
775,10,3
345,10,4
232,10,2
7766,10,5
651,10,4
2525,10,5
4455,10,5
2666,10,5
3666,10,5
2323,10,5
996,10,3
6363,10,5
8181,10,5
322,10,4
1091,10,4
1777,10,5
8686,10,5
9955,10,5
7373,10,5
308,10,4
503,10,5
3737,10,5
10001,10,5
3434,10,5
4545,10,5
371,10,4
5757,10,5
5005,10,5
5522,10,5
157,10,4
124,10,3
0001442037699931,10,3
681,10,4
9595,10,5
815,10,3
1051,10,4
631,10,4
571,10,4
307,10,4
5511,10,5
7474,10,5
2626,10,5
481,10,3
7272,10,5
2333,10,5
822,10,4
7171,10,5
3777,10,5
734,10,3
4848,10,5
485,10,4
+442840243014,10,2
9696,10,5
117,10,4
3131,10,5
9005,10,5
641,10,4
3555,10,5
2555,10,5
5577,10,5
2121,10,5
9898,10,5
9797,10,5
49,10,5
35,10,4
313,10,5
365,10,4
445,10,4
3636,10,5
935,10,3
5656,10,5
176,10,3
735,10,3
6767,10,5
738,10,3
271,10,4
5055,10,4
675,10,3
871,10,4
4777,10,5
4999,10,5
725,10,4
7979,10,5
9004,10,5
8712548044505,10,1
444444,10,5
175,10,3
903,10,5
0,10,4
507,10,4
4747,10,5
585,10,4
809,10,4
287011972598112101,10,1
8787,10,5
5999,10,5
2777,10,5
418633234017,10,1
291011972598112101,10,1
8811,10,5
3344,10,5
278011972598112101,10,1
7676,10,5
7575,10,5
835,10,3
2828,10,5
6222,10,5
2444,10,5
407,10,4
8383,10,5
1818,10,5
1616,10,5
803,10,5
2424,10,5
245,10,4
2277,10,5
885,10,4
3399,10,5
655,10,4
3322,10,5
4005,10,5
1919,10,5
3388,10,5
3020,10,3
3939,10,5
1313,10,5
6161,10,5
7512548044505,10,1
848,10,2
277011972598112101,10,1
2233,10,5
291,10,4
591,10,4
286011972598112101,10,1
807,10,4
2211,10,5
2022,10,5
8989,10,5
616,10,5
691,10,4
391,10,4
284011972598112101,10,1
4141,10,5
279011972598112101,10,1
226,10,2
622,10,4
711,10,4
7077,10,4
408,10,4
188,10,4
6999,10,5
280011972598112101,10,1
414,10,5
758,10,2
7004,10,5
1414,10,5
785,10,4
621,10,4
712,10,2
294011972598112101,10,1
685,10,4
666666,10,5
4411,10,5
293011972598112101,10,1
285011972598112101,10,1
760,10,3
5252,10,5
333333,10,5
285,10,4
2255,10,5
3377,10,5
435,10,3
218633234017,10,1
4343,10,5
6868,10,5
918633234017,10,1
0012312812404,10,1
292011972598112101,10,1
6565,10,5
2266,10,5
7005,10,5
9191,10,5
2024,10,3
607,10,4
2929,10,5
891,10,4
9512548044505,10,1
781,10,4
761,10,4
01333756758573,10,1
+1712548044505,10,1
3311,10,5
388,10,4
288,10,4
422,10,4
1600,10,3
2888,10,5
625,10,4
275011972598112101,10,1
615,10,3
5858,10,5
875,10,3
5959,10,5
595,10,3
703,10,5
01119363370359,10,1
941,10,4
8004,10,5
011442840243014,10,2
01433756758573,10,1
9494,10,5
3004,10,5
1888,10,5
8484,10,5
895,10,3
2999,10,5
665,10,4
2288,10,5
288011972598112101,10,1
421,10,3
6655,10,5
4242,10,5
6262,10,5
765,10,4
2244,10,5
289011972598112101,10,1
2040,10,3
3355,10,5
535,10,3
741,10,4
274,10,3
282011972598112101,10,1
295011972598112101,10,1
4044,10,4
395,10,3
276011972598112101,10,1
2299,10,5
714,10,3
8005,10,5
3838,10,5
287,10,4
290011972598112101,10,1
238,10,2
6633,10,5
3005,10,5
784,10,3
918163016304,10,1
6066,10,4
user,10,8
3232,10,5
283011972598112101,10,1
8822,10,5
281011972598112101,10,1
5353,10,5
6004,10,5
5151,10,5
403,10,5
951,10,4
191,10,4
522,10,4
3366,10,5
9393,10,5
5454,10,5
147,9,3
709,9,4
7002,9,5
5020,9,3
00,9,4
2050,9,2
820,9,5
8030,9,3
262,9,3
861,9,3
70001,9,4
587,9,3
1034,9,2
0002,9,4
4006,9,4
302011972598112101,9,1
588,9,4
6002,9,5
5030,9,3
328,9,3
2221,9,4
20001,9,4
282,9,3
10044,9,4
318633234017,9,1
620,9,5
841,9,3
565,9,3
3111,9,4
4003,9,5
247,9,3
95,9,4
6007,9,4
821,9,3
477,9,4
10101,9,4
362,9,3
348,9,3
9030,9,3
224,9,2
4004,9,5
451,9,3
5146,9,2
7612548044505,9,1
609,9,4
4111,9,4
925,9,3
847,9,3
7030,9,3
29,9,2
966,9,4
37,9,3
677,9,4
468,9,3
50001,9,4
5003,9,5
7020,9,3
545,9,3
3002,9,5
865,9,3
0001,9,4
788,9,4
2134,9,4
366,9,4
5006,9,4
80001,9,4
5007,9,4
766,9,4
520,9,5
427,9,3
465,9,3
2225,9,4
840,9,5
90012312812404,9,1
466,9,4
862,9,3
150,9,5
3007,9,4
1054,9,2
667,9,3
239,9,2
2223,9,4
704,9,5
2224,9,4
3006,9,4
368,9,3
0048818204112,9,1
542,9,3
425,9,3
3003,9,5
764,9,2
5002,9,5
301011972598112101,9,1
7040,9,3
920,9,5
906,9,4
185,9,3
904,9,5
2044,9,2
000,9,4
8088,9,4
867,9,3
9040,9,3
431,9,3
165,9,3
2080,9,2
325,9,3
7006,9,4
7007,9,4
236,9,2
01733756758573,9,1
942,9,3
527,9,3
60001,9,4
9003,9,5
309,9,4
190,9,5
4002,9,5
708,9,4
740,9,5
266,9,4
567,9,3
965,9,3
9002,9,5
00390237902001,9,1
182,9,3
688,9,4
6111,9,4
471,9,3
1213,9,4
866,9,4
8282,9,4
00012312812404,9,1
742,9,3
831,9,3
566,9,4
8020,9,3
720,9,5
140,9,5
724,9,2
854,9,3
945,9,4
265,9,3
90001,9,4
971,9,3
298011972598112101,9,1
1074,9,2
6030,9,3
506,9,4
990,9,5
671,9,3
9007,9,4
001,9,5
491,9,3
662,9,3
3033,9,4
1516,9,2
851,9,3
406,9,4
+12312812404,9,1
10010,9,4
810390237902001,9,1
1094,9,2
306,9,4
9812548044505,9,1
2090,9,2
5111,9,4
7111,9,4
806,9,4
488,9,4
242,9,3
0011390237902001,9,1
342,9,3
166,9,4
2006,9,4
377,9,4
547,9,3
9020,9,3
6020,9,3
608,9,4
bob,9,7
385,9,3
9006,9,4
303011972598112101,9,1
642,9,3
2007,9,4
921,9,3
940,9,5
508,9,4
011441668509301,9,1
152,9,3
988,9,4
845,9,3
901119363370359,9,1
8002,9,5
145,9,3
304011972598112101,9,1
+19363370359,9,1
8003,9,5
2064,9,2
627,9,3
731,9,3
8040,9,3
1515,9,5
4030,9,3
250,9,5
2111,9,4
38,9,3
4020,9,3
751,9,3
604,9,5
908,9,4
6040,9,3
931,9,3
8007,9,4
8006,9,4
277,9,4
2070,9,2
011390237902001,9,1
2060,9,2
947,9,3
382,9,3
158,9,4
509,9,4
304,9,5
804,9,5
3040,9,3
299011972598112101,9,1
645,9,3
581,9,3
187,9,3
297011972598112101,9,1
5040,9,3
45,9,3
448,9,3
2014,9,3
340,9,5
440,9,5
640,9,5
90900442037699931,9,2
791,9,3
54,9,2
877,9,4
754,9,2
482,9,3
3121,9,4
787,9,3
577,9,4
745,9,3
856,9,2
977,9,4
919,9,4
2003,9,5
0018633234017,9,1
531,9,3
447,9,3
409,9,4
540,9,5
504,9,5
36,9,3
002,9,5
5222,8,5
4031,8,2
9010390237902001,8,1
6444,8,5
6080,8,2
1901,8,3
326,8,3
830,8,4
797,8,3
263,8,3
299,8,4
2051,8,2
901148818204112,8,1
900148818204112,8,1
312011972598112101,8,1
842,8,2
969,8,3
569,8,3
6070,8,2
09390237902001,8,1
9001390237902001,8,1
367,8,2
762,8,2
6009,8,4
9009390237902001,8,1
2071,8,2
981048818204112,8,1
006,8,4
470,8,4
817,8,3
497,8,3
360,8,4
478,8,3
346,8,3
2054,8,2
597,8,3
982,8,2
644,8,4
6777,8,5
170,8,4
358,8,3
7014,8,2
557,8,3
90011390237902001,8,1
4051,8,2
613,8,4
311011972598112101,8,1
4050,8,2
469,8,3
099390237902001,8,1
928,8,3
698,8,3
530,8,4
4008,8,4
827,8,2
886,8,3
678,8,3
267,8,2
1501,8,3
6644,8,5
727,8,2
4009,8,4
944,8,4
005390237902001,8,1
3999,8,5
6054,8,2
9011442038075515,8,1
01148818204112,8,1
399,8,4
778,8,3
252,8,3
968,8,3
234,8,3
744,8,4
900133756758573,8,1
763,8,3
930,8,4
537,8,3
2034,8,2
986,8,3
8074,8,2
7222,8,5
4034,8,2
1024,8,2
6008,8,4
296011972598112101,8,1
0119390237902001,8,1
6011,8,3
76,8,3
4007,8,4
420,8,4
352,8,3
8014,8,2
6090,8,2
883,8,3
240,8,4
011442038075515,8,1
5588,8,5
467,8,2
118633234017,8,1
9911,8,5
9011390237902001,8,1
918,8,3
90014390237902001,8,1
320,8,4
4666,8,5
6050,8,2
349,8,3
650,8,4
7444,8,5
1701,8,3
933,8,4
8070,8,2
946,8,3
927,8,2
350,8,4
260,8,4
490,8,4
01833756758573,8,1
498,8,3
244,8,4
777777,8,5
1022,8,3
8034,8,2
162,8,2
733,8,4
8054,8,2
90048818204112,8,1
978,8,3
912,8,3
697,8,3
00948818204112,8,1
327,8,2
347,8,2
823,8,3
799,8,4
172,8,3
4070,8,2
01633756758573,8,1
487,8,2
499,8,4
5566,8,5
900358454900767,8,2
4011,8,3
746,8,3
8060,8,2
1064,8,2
843,8,3
857,8,3
950,8,4
329,8,3
4090,8,2
798,8,3
9005390237902001,8,1
949,8,3
412,8,3
6622,8,5
4888,8,5
4014,8,2
137,8,2
4080,8,2
7003,8,5
980,8,4
489,8,3
297,8,3
1201,8,3
357,8,3
48818204112,8,1
012358454900767,8,2
8090,8,2
310011972598112101,8,1
009390237902001,8,1
5666,8,5
900390237902001,8,1
154,8,4
599,8,4
2009,8,4
929,8,3
844,8,4
222222,8,5
882,8,2
5333,8,5
858,8,3
01048818204112,8,1
9009,8,4
4054,8,2
020390237902001,8,1
647,8,2
663,8,3
0810390237902001,8,1
6034,8,2
010390237902001,8,1
598,8,3
9810390237902001,8,1
1084,8,2
723,8,3
1105,8,4
6003,8,4
2074,8,2
7333,8,5
8050,8,2
138,8,3
5599,8,5
7009,8,4
533,8,4
7008,8,4
2008,8,4
400003,8,1
082,8,1
292,8,3
40001,8,3
4091,8,2
9119390237902001,8,1
317,8,3
970,8,4
660,8,4
643,8,3
6611,8,5
637,8,3
555555,8,5
4060,8,2
9008,8,4
648,8,3
692,8,3
728,8,3
492,8,3
757,8,3
989,8,3
330,8,4
1044,8,2
9060,8,2
7060,8,2
2094,8,2
961,8,3
2091,8,2
002390237902001,8,1
372,8,3
1400,8,4
5533,8,5
580,8,4
6688,8,5
838,8,3
3060,8,2
06,8,4
1300,8,4
148,8,2
452,8,3
0005,8,4
90909,8,3
962,8,2
5074,8,2
9933,8,5
7703,8,2
617,8,3
4555,8,5
590,8,4
307011972598112101,8,1
898,8,3
03,8,4
5031,8,2
752,8,3
5777,8,5
6333,8,5
890,8,4
458,8,3
0003,8,4
3051,8,2
*18633234017,8,1
142,8,2
9944,8,5
633,8,4
305011972598112101,8,1
5080,8,2
05,8,4
2017,8,3
4488,8,5
3031,8,2
767,8,2
+390237902001,8,1
2026,8,3
5090,8,2
3011,8,3
780,8,4
546,8,3
00148818204112,8,1
156,8,4
833,8,4
670,8,4
0001390237902001,8,1
3074,8,2
850,8,4
81048818204112,8,1
668,8,3
160,8,4
7080,8,2
899,8,4
270,8,4
04,8,4
6555,8,5
0009390237902001,8,1
5888,8,5
123442037699931,8,3
544,8,4
338,8,3
718633234017,8,1
433,8,4
3090,8,2
743,8,3
159,8,4
003,8,4
960,8,4
3888,8,5
00248818204112,8,1
+48818204112,8,1
143,8,3
963,8,3
283,8,3
0010390237902001,8,1
7090,8,2
3014,8,2
00014390237902001,8,1
90000,8,4
4321,8,4
4222,8,5
5014,8,2
80048818204112,8,1
272,8,3
957,8,3
1601,8,3
4499,8,5
383,8,3
6677,8,5
687,8,2
868,8,3
3054,8,2
2027,8,3
548,8,3
05390237902001,8,1
517,8,3
1401,8,3
99390237902001,8,1
618,8,3
450,8,4
7711,8,5
0020390237902001,8,1
589,8,3
7555,8,5
9080,8,2
657,8,3
682,8,2
397,8,3
0002390237902001,8,1
85,8,3
0000390237902001,8,1
343,8,3
5094,8,2
3008,8,4
369,8,3
789,8,3
3009,8,4
3094,8,2
1500,8,4
442,8,2
626,8,3
344,8,4
3050,8,2
237,8,2
570,8,4
00442038075515,8,1
2015,8,3
923,8,3
426,8,3
462,8,2
8008,8,4
747,8,2
199,8,4
769,8,3
6699,8,5
783,8,3
380,8,4
3080,8,2
958,8,3
5060,8,2
550,8,4
389,8,3
863,8,3
4466,8,5
289,8,3
992,8,3
183,8,3
0005390237902001,8,1
005,8,4
2031,8,2
0000201095755963,8,1
446,8,3
2016,8,3
306011972598112101,8,1
770,8,4
8009,8,4
048818204112,8,1
690,8,4
167,8,2
90010390237902001,8,1
9977,8,5
5054,8,2
280,8,4
1801,8,3
463,8,3
686,8,3
002148818204112,8,1
169,8,3
880,8,4
5008,8,4
5009,8,4
0004,8,4
004,8,4
1041,8,2
750,8,4
3091,8,2
75,8,3
9966,8,5
737,8,3
5444,8,5
3071,8,2
149,8,3
-19363370359,8,1
000390237902001,8,1
7733,8,5
429,8,3
268,8,2
34,8,2
889,8,3
872,8,3
443,8,3
00011390237902001,8,1
449,8,3
144,8,4
00048818204112,8,1
3070,8,2
309011972598112101,8,1
4422,8,5
197,8,2
001390237902001,8,1
387,8,2
4477,8,5
0014390237902001,8,1
5034,8,2
370,8,4
582,8,2
7799,8,5
308011972598112101,8,1
9070,8,2
1000000,8,2
543,8,3
888888,8,5
5070,8,2
6888,8,5
126,8,3
180,8,4
168,8,2
7050,8,2
1301,8,3
952,8,3
390,8,4
870,8,4
3034,8,2
428,8,2
278,8,3
00010390237902001,8,1
354,7,3
6031,7,2
623,7,2
1046,7,2
001033756758573,7,1
012441668509301,7,1
6036,7,2
2600,7,3
9800,7,3
3032,7,2
578,7,2
6027,7,2
6024,7,2
0011441668509301,7,1
6026,7,2
729,7,2
98,7,3
2800,7,3
4061,7,2
8036,7,2
4077,7,2
753,7,3
6021,7,2
0011447888384483,7,2
1932,7,2
8037,7,2
08442037699931,7,2
0011358454900767,7,2
000441668509301,7,1
0011390690282922,7,1
897,7,2
01011442037699931,7,2
560,7,3
6032,7,2
0010390690282922,7,1
810358454900767,7,1
4017,7,2
0011+33756758573,7,1
4016,7,2
1067,7,2
579,7,3
4066,7,2
012972567759710,7,1
1333,7,3
3057,7,2
6072,7,2
1048,7,2
1066,7,2
4015,7,2
948,7,2
8057,7,2
8056,7,2
812,7,2
3061,7,2
8032,7,2
146,7,2
628,7,2
9011358454900767,7,2
987,7,2
6056,7,2
860,7,3
86,7,3
1444,7,3
6057,7,2
749,7,2
874,7,3
011447888384483,7,2
011442039963559,7,1
6064,7,2
494,7,3
90090442037699931,7,2
800201095755963,7,1
2300,7,3
011390690282922,7,1
629,7,2
3041,7,2
4024,7,2
315011972598112101,7,1
9400,7,3
6061,7,2
011358454900767,7,2
6067,7,2
4041,7,2
63,7,3
60442037699931,7,2
273,7,3
716,7,3
0441668509301,7,1
011972567004550,7,1
3046,7,2
873,7,3
1042,7,2
_00442037699931,7,2
_+442037699931,7,2
3044,7,2
4032,7,2
583,7,2
683,7,2
011_442037699931,7,2
986000390237902001,7,1
189,7,2
0119442037699931,7,2
04442037699931,7,2
1259300390237902001,7,1
1017,7,2
441668509301,7,1
4027,7,2
4026,7,2
4036,7,2
9011442039963559,7,1
134,7,3
4035,7,2
1805,7,2
9011441668509301,7,1
6052,7,2
1441668509301,7,1
30442037699931,7,2
00990442037699931,7,2
378,7,2
010441668509301,7,1
983,7,2
794,7,3
3037,7,2
3047,7,2
0006,7,3
1045,7,2
0009442037699931,7,2
010358454900767,7,2
713,7,3
3036,7,2
932,7,2
8041,7,2
3035,7,2
4055,7,2
4056,7,2
810441668509301,7,1
4057,7,2
314011972598112101,7,1
196,7,3
73,7,3
1016,7,2
939,7,3
1002442037699931,7,2
3055,7,2
4064,7,2
3056,7,2
194,7,3
6046,7,2
10441668509301,7,1
94,7,3
3052,7,2
6047,7,2
8046,7,2
6044,7,2
80442037699931,7,2
6041,7,2
793,7,3
40442037699931,7,2
699,7,3
954,7,3
826,7,2
011+33756758573,7,1
276,7,3
4046,7,2
630,7,3
4047,7,2
4021,7,2
_011442037699931,7,2
44400,7,4
4052,7,2
011.441668509301,7,1
011-442037699931,7,2
493,7,3
258,7,2
_442037699931,7,2
011+441668509301,7,1
559,7,3
90099442037699931,7,2
964,7,3
003441668509301,7,1
72,7,3
000000007442080890169,7,1
3012,7,2
88800,7,4
286,7,2
9700,7,3
30001,7,4
417,7,2
457,7,2
pass,7,4
89,7,3
68,7,3
772,7,2
8072,7,2
418,7,2
80000,7,3
7999,7,3
680,7,3
192,7,2
07,7,3
9002390237902001,7,1
40000,7,3
006441668509301,7,1
1790100390237902001,7,1
393,7,3
938,7,3
430,7,3
9447888384483,7,2
7016,7,2
8017,7,2
00.441668509301,7,1
3087,7,2
00-442037699931,7,2
77700,7,4
8081,7,2
3017,7,2
4333,7,5
1009442037699931,7,2
2700,7,3
284,7,3
3101,7,3
007441668509301,7,1
432,7,2
8021,7,2
0031441668509301,7,1
007,7,3
3016,7,2
6101,7,3
1790900390237902001,7,1
60000,7,3
8666,7,3
8087,7,2
8086,7,2
8084,7,2
364,7,3
392,7,2
472,7,2
416,7,3
8877,7,3
878,7,2
9644600390237902001,7,1
59,7,3
8097,7,2
00442039963559,7,1
8012,7,2
02442037699931,7,2
1028,7,2
12300441668509301,7,1
776,7,3
7744,7,4
424,7,3
06442037699931,7,2
1027,7,2
69,7,3
943,7,2
1057,7,2
178,7,3
459,7,3
005441668509301,7,1
8881,7,2
614,7,3
1025,7,2
3096,7,2
423,7,2
3095,7,2
1056,7,2
937,7,2
3097,7,2
7755,7,4
1999,7,3
1222,7,3
1026,7,2
398,7,2
967,7,2
8011442039963559,7,1
612,7,2
9358454900767,7,2
184,7,3
634,7,3
1230,7,3
47,7,3
7012,7,2
46,7,3
900201095755963,7,1
460,7,3
568,7,2
00010442037699931,7,2
97,7,3
689,7,2
9001441668509301,7,1
139,7,3
592,7,2
3092,7,2
7021,7,2
0041441668509301,7,1
70442037699931,7,2
00441668509301,7,1
9000441668509301,7,1
2900,7,3
9000390237902001,7,1
773,7,3
00441668509301;,7,1
290,7,3
004441668509301,7,1
57,7,3
394,7,3
3026,7,2
1800,7,3
313011972598112101,7,1
8222,7,3
64,7,3
8067,7,2
1011442039963559,7,1
358454900767,7,2
2340997223802532,7,1
6014,7,2
813,7,3
6016,7,2
483,7,2
1799800390237902001,7,1
6012,7,2
7722,7,4
3021,7,2
200200,7,3
1799100390237902001,7,1
22200,7,4
000358454900767,7,2
759,7,3
900447888384483,7,2
900441668509301,7,1
1037,7,2
3024,7,2
